100;0.0007901191711425781
200;0.004602909088134766
300;0.013892889022827148
400;0.031002044677734375
500;0.05693483352661133
600;0.09681010246276855
700;0.15215206146240234
800;0.22577476501464844
900;0.3224189281463623
1000;0.445328950881958
1100;0.5853760242462158
1200;0.760261058807373
1300;0.9706630706787109
1400;1.2455439567565918
1500;1.5112299919128418
1600;1.839205026626587
1700;2.194100856781006
1800;2.6064977645874023
1900;3.073336124420166
2000;3.6022489070892334
2100;4.179870128631592
2200;4.799612998962402
2300;5.491940975189209
2400;6.249250888824463
